48		1,247		0,62		0,181		0,81		456548		1077728		1534276		65251		17,06s		 
49		1,235		0,62		0,181		0,81		456269		1078007		1534276		65289		21,03s		 
50		1,222		0,61		0,188		0,81		466573		1067703		1534276		65110		17,25s		 
51		1,210		0,61		0,192		0,80		471616		1062660		1534276		65287		22,00s		 
52		1,198		0,60		0,198		0,80		479439		1054837		1534276		65232		16,26s		 
53		1,186		0,59		0,199		0,80		480836		1053440		1534276		65273		21,54s		 
54		1,174		0,59		0,205		0,79		488713		1045563		1534276		65237		16,95s		 
55		1,162		0,58		0,216		0,79		502494		1031782		1534276		65413		19,60s		 
56		1,151		0,58		0,227		0,79		517161		1017115		1534276		65258		17,04s		 
57		1,139		0,57		0,230		0,78		521696		1012580		1534276		65353		20,32s		 
58		1,128		0,56		0,244		0,78		539494		994782		1534276		65213		17,24s		 
59		1,117		0,56		0,231		0,78		523199		1011077		1534276		65318		20,53s		 
60		1,105		0,55		0,237		0,78		530231		1004045		1534276		65235		17,23s		 
61		1,094		0,55		0,244		0,77		540183		994093		1534276		65188		19,96s		 
62		1,083		0,54		0,251		0,77		549430		984846		1534276		65164		16,48s		 
63		1,073		0,54		0,248		0,77		545043		989233		1534276		65288		22,01s		 
64		1,062		0,53		0,259		0,77		559902		974374		1534276		65276		16,67s		 
65		1,051		0,53		0,260		0,76		561203		973073		1534276		65190		19,97s		 
66		1,041		0,52		0,267		0,76		569880		964396		1534276		65213		17,12s		 
67		1,030		0,52		0,279		0,76		585218		949058		1534276		65239		20,65s		 
68		1,020		0,51		0,288		0,75		598148		936128		1534276		65258		16,98s		 
69		1,010		0,50		0,293		0,75		603968		930308		1534276		65253		20,98s		 
70		1,000		0,50		0,306		0,75		621715		912561		1534276		65168		17,17s		 
71		0,990		0,49		0,314		0,75		631738		902538		1534276		65183		19,59s		 
72		0,980		0,49		0,326		0,74		647184		887092		1534276		65221		17,40s		 
73		0,970		0,48		0,338		0,74		663063		871213		1534276		65239		21,28s		 
74		0,960		0,48		0,333		0,74		657195		877081		1534276		65316		16,78s		 
75		0,951		0,48		0,360		0,74		692889		841387		1534276		65128		20,95s		 
76		0,941		0,47		0,348		0,74		677148		857128		1534276		65122		17,04s		 
77		0,932		0,47		0,354		0,73		684679		849597		1534276		65199		21,46s		 
78		0,922		0,46		0,362		0,73		695426		838850		1534276		65141		16,87s		 
79		0,913		0,46		0,371		0,73		707161		827115		1534276		65193		19,57s		 
80		0,904		0,45		0,368		0,73		702249		832027		1534276		65280		16,93s		 
81		0,895		0,45		0,373		0,72		708853		825423		1534276		65255		21,00s		 
82		0,886		0,44		0,380		0,72		718275		816001		1534276		65253		17,71s		 
83		0,877		0,44		0,369		0,72		704771		829505		1534276		65223		21,78s		 
84		0,868		0,43		0,386		0,72		726019		808257		1534276		65171		16,89s		 
85		0,860		0,43		0,388		0,71		729775		804501		1534276		65238		21,89s		 
86		0,851		0,43		0,387		0,71		727983		806293		1534276		65078		17,45s		 
87		0,843		0,42		0,400		0,71		745226		789050		1534276		65199		20,42s		 
88		0,834		0,42		0,403		0,71		748286		785990		1534276		65177		16,86s		 
89		0,826		0,41		0,419		0,71		769643		764633		1534276		65214		20,54s		 
90		0,818		0,41		0,429		0,70		782482		751794		1534276		65215		17,04s		 
91		0,809		0,40		0,440		0,70		797147		737129		1534276		65279		20,28s		 
92		0,801		0,40		0,451		0,70		812293		721983		1534276		65273		17,56s		 
93		0,793		0,40		0,460		0,70		823932		710344		1534276		65219		20,85s		 
94		0,785		0,39		0,469		0,70		835804		698472		1534276		65200		17,17s		 
95		0,778		0,39		0,463		0,69		827486		706790		1534276		65150		19,76s		 
96		0,770		0,38		0,461		0,69		825175		709101		1534276		65211		16,81s		 
97		0,762		0,38		0,472		0,69		839889		694387		1534276		65154		21,42s		 
98		0,754		0,38		0,473		0,69		840503		693773		1534276		65195		16,86s		 
99		0,747		0,37		0,481		0,69		852136		682140		1534276		65188		22,01s		 
100		0,739		0,37		0,490		0,68		863858		670418		1534276		65237		17,28s		 
101		0,732		0,37		0,495		0,68		869882		664394		1534276		65222		20,84s		 
102		0,725		0,36		0,491		0,68		864771		669505		1534276		65175		16,93s		 
103		0,717		0,36		0,500		0,68		876835		657441		1534276		65235		19,62s		 
104		0,710		0,36		0,510		0,68		889158		645118		1534276		65217		17,39s		 
105		0,703		0,35		0,513		0,68		894097		640179		1534276		65296		21,26s		 
106		0,696		0,35		0,531		0,67		916931		617345		1534276		65263		16,14s		 
107		0,689		0,34		0,524		0,67		907504		626772		1534276		65227		20,06s		 
108		0,682		0,34		0,529		0,67		915082		619194		1534276		65282		16,59s		 
109		0,676		0,34		0,552		0,67		945286		588990		1534276		65307		20,00s		 
110		0,669		0,33		0,565		0,67		962397		571879		1534276		65286		16,76s		 
111		0,662		0,33		0,562		0,67		957581		576695		1534276		65270		20,98s		 
112		0,655		0,33		0,564		0,66		960522		573754		1534276		65264		17,14s		 
113		0,649		0,32		0,576		0,66		976969		557307		1534276		65261		19,70s		 
114		0,642		0,32		0,568		0,66		966316		567960		1534276		65265		17,34s		 
115		0,636		0,32		0,562		0,66		958242		576034		1534276		65226		20,01s		 
116		0,630		0,31		0,573		0,66		972386		561890		1534276		65233		16,48s		 
117		0,623		0,31		0,567		0,66		964882		569394		1534276		65237		19,84s		 
118		0,617		0,31		0,594		0,65		1000285		533991		1534276		65228		17,15s		 
119		0,611		0,31		0,588		0,65		992704		541572		1534276		65269		21,06s		 
120		0,605		0,30		0,597		0,65		1004034		530242		1534276		65250		16,21s		 
121		0,599		0,30		0,611		0,65		1022243		512033		1534276		65213		19,37s		 
122		0,593		0,30		0,621		0,65		1035996		498280		1534276		65173		16,89s		 
123		0,587		0,29		0,621		0,65		1036198		498078		1534276		65227		21,22s		 
124		0,581		0,29		0,616		0,65		1029194		505082		1534276		65215		16,36s		 
125		0,575		0,29		0,618		0,64		1031634		502642		1534276		65204		22,07s		 
126		0,569		0,28		0,612		0,64		1023954		510322		1534276		65256		16,53s		 
127		0,564		0,28		0,616		0,64		1028741		505535		1534276		65220		19,90s		 
128		0,558		0,28		0,622		0,64		1036520		497756		1534276		65232		16,90s		 
129		0,553		0,28		0,621		0,64		1035894		498382		1534276		65231		21,12s		 
130		0,547		0,27		0,619		0,64		1033520		500756		1534276		65270		17,00s		 
131		0,542		0,27		0,620		0,64		1034836		499440		1534276		65265		21,59s		 
132		0,536		0,27		0,624		0,63		1039919		494357		1534276		65227		17,40s		 
133		0,531		0,27		0,632		0,63		1050460		483816		1534276		65273		21,15s		 
134		0,525		0,26		0,652		0,63		1075921		458355		1534276		65240		16,42s		 
135		0,520		0,26		0,648		0,63		1071184		463092		1534276		65232		19,86s		 
136		0,515		0,26		0,667		0,63		1096070		438206		1534276		65289		17,57s		 
137		0,510		0,25		0,664		0,63		1092079		442197		1534276		65269		20,34s		 
138		0,505		0,25		0,682		0,63		1116053		418223		1534276		65246		17,31s		 
139		0,500		0,25		0,677		0,62		1109087		425189		1534276		65262		21,68s		 
140		0,495		0,25		0,681		0,62		1114817		419459		1534276		65273		16,42s		 
141		0,490		0,24		0,686		0,62		1121765		412511		1534276		65226		19,56s		 
142		0,485		0,24		0,680		0,62		1113199		421077		1534276		65256		17,28s		 
143		0,480		0,24		0,682		0,62		1115290		418986		1534276		65250		21,53s		 
144		0,475		0,24		0,679		0,62		1112022		422254		1534276		65236		16,25s		 
145		0,470		0,24		0,692		0,62		1129080		405196		1534276		65250		21,49s		 
146		0,466		0,23		0,676		0,62		1107794		426482		1534276		65272		16,47s		 
147		0,461		0,23		0,678		0,62		1110345		423931		1534276		65275		19,61s		 
148		0,456		0,23		0,689		0,61		1125366		408910		1534276		65289		17,23s		 
149		0,452		0,23		0,698		0,61		1137489		396787		1534276		65280		21,89s		 
150		0,447		0,22		0,699		0,61		1137785		396491		1534276		65321		16,28s		 
151		0,443		0,22		0,708		0,61		1150082		384194		1534276		65304		21,28s		 
152		0,438		0,22		0,707		0,61		1148228		386048		1534276		65306		16,84s		 
153		0,434		0,22		0,704		0,61		1144475		389801		1534276		65287		21,37s		 
154		0,430		0,21		0,714		0,61		1158341		375935		1534276		65281		17,39s		 
155		0,425		0,21		0,718		0,61		1162665		371611		1534276		65280		21,84s		 
156		0,421		0,21		0,727		0,61		1174869		359407		1534276		65273		16,50s		 
157		0,417		0,21		0,727		0,60		1174875		359401		1534276		65282		21,40s		 
158		0,413		0,21		0,725		0,60		1171888		362388		1534276		65298		16,26s		 
159		0,409		0,20		0,731		0,60		1179781		354495		1534276		65272		21,34s		 
160		0,405		0,20		0,731		0,60		1180484		353792		1534276		65288		16,62s		 
161		0,401		0,20		0,735		0,60		1185272		349004		1534276		65298		21,92s		 
162		0,397		0,20		0,738		0,60		1189879		344397		1534276		65306		16,92s		 
163		0,393		0,20		0,743		0,60		1195628		338648		1534276		65308		21,68s		 
164		0,389		0,19		0,745		0,60		1198502		335774		1534276		65310		16,26s		 
165		0,385		0,19		0,744		0,60		1197760		336516		1534276		65304		20,31s		 
166		0,381		0,19		0,745		0,60		1199064		335212		1534276		65296		16,48s		 
167		0,377		0,19		0,746		0,59		1199595		334681		1534276		65293		21,11s		 
168		0,373		0,19		0,744		0,59		1197187		337089		1534276		65294		16,87s		 
169		0,370		0,18		0,743		0,59		1196496		337780		1534276		65289		20,92s		 
170		0,366		0,18		0,745		0,59		1198661		335615		1534276		65295		17,11s		 
171		0,362		0,18		0,746		0,59		1200121		334155		1534276		65306		21,35s		 
172		0,359		0,18		0,750		0,59		1205835		328441		1534276		65307		16,41s		 
173		0,355		0,18		0,751		0,59		1206663		327613		1534276		65297		21,48s		 
174		0,351		0,18		0,749		0,59		1203417		330859		1534276		65291		16,53s		 
175		0,348		0,17		0,751		0,59		1206719		327557		1534276		65293		20,93s		 
176		0,344		0,17		0,755		0,59		1211850		322426		1534276		65298		16,39s		 
177		0,341		0,17		0,755		0,59		1212133		322143		1534276		65295		21,67s		 
178		0,338		0,17		0,755		0,58		1211369		322907		1534276		65297		16,29s		 
179		0,334		0,17		0,754		0,58		1211141		323135		1534276		65294		19,73s		 
180		0,331		0,17		0,755		0,58		1211505		322771		1534276		65297		17,09s		 
181		0,328		0,16		0,755		0,58		1212248		322028		1534276		65300		21,85s		 
182		0,324		0,16		0,755		0,58		1212479		321797		1534276		65302		16,82s		 
183		0,321		0,16		0,755		0,58		1212514		321762		1534276		65301		20,93s		 
184		0,318		0,16		0,755		0,58		1212557		321719		1534276		65303		16,90s		 
185		0,315		0,16		0,755		0,58		1212589		321687		1534276		65300		21,40s		 
186		0,312		0,16		0,755		0,58		1212609		321667		1534276		65298		17,00s		 
187		0,308		0,15		0,755		0,58		1212618		321658		1534276		65299		22,17s		 
188		0,305		0,15		0,755		0,58		1212623		321653		1534276		65298		17,18s		 
189		0,302		0,15		0,756		0,58		1212626		321650		1534276		65298		22,18s		 
190		0,299		0,15		0,756		0,57		1212628		321648		1534276		65298		16,56s		 
191		0,296		0,15		0,756		0,57		1212631		321645		1534276		65298		20,01s		 
Terminated Vaquero algorithm at iteration: 191, Runtime: 3607,27
[ForkJoinPool.commonPool-worker-1] WARN org.janusgraph.graphdb.olap.computer.FulgoraGraphComputer - Property key [gremlin.VaqueroVertexProgram.label] is not part of the schema and will be created. It is advised to initialize all keys.
Clusters capacity/usage: [0=[20000000, 15922], 1=[20000000, 10328], 2=[20000000, 10040], 3=[20000000, 9806], 4=[20000000, 10231], 5=[20000000, 10135], 6=[20000000, 9806]]
Clusters Lower Bound: [0=6116, 1=522, 2=234, 3=0, 4=425, 5=329, 6=0]
Clusters added together count: 76268
[main] WARN org.janusgraph.graphdb.transaction.StandardJanusGraphTx - Query requires iterating over all vertices [()]. For better performance, use indexes
Vertex count: 76268
Number of all to be expanded nodes: 13366
Before/After Cross Node Queries: 1315548 / 321645, Improvement: 75,55%
Good before/after Queries:  218728 / 1212631
